issue,comment_id,user,created_at,updated_at,body,state,comments,title
6,22736686,hlapp,2013-08-15T22:52:28Z,2013-08-15T22:52:28Z,"
On Aug 12, 2013, at 1:44 PM, Carl Boettiger wrote:

> It is not entirely clear to me what the advantage of having <node id = ""n1"" otu=""t1"">and <otu id = ""t1"" label = ""Species Name""> is over simply having <node id = ""n1"" otu = ""Species Name"">, but there's probably a good reason and we should follow it.
> 

The OTU is in principle more than just an attribute of a node, even if for some (or many) trees treating it as such would not lose any information. But there may be metadata for an OTU that pertain to the OTU, and not the node, for example its relationship to an external identifier (for a taxon, a sequence, or a specimen).",NA,NA,NA
11,22736896,hlapp,2013-08-15T22:56:46Z,2013-08-15T22:56:46Z,"
On Aug 12, 2013, at 2:09 PM, Carl Boettiger wrote:

> On the other hand, speaking to ben bolker at ESA, phylobase uptake is low (though does have reverse dependencies), and more troublingly, NCL (Nexus Class Library) is kinda a weak point that has made maintenance challenging. I suspect the ideal solution given this issue is to support direct coercion into ape::phylo, and include phylobase as ""suggests"" only,

I agree, with both the reasons and the conclusions, as much as I'm a fan of phylobase. But I would hate to see uptake of NeXML in R be hampered by the problems of binding NCL into a rarely used R package.",NA,NA,NA
12,22737369,hlapp,2013-08-15T23:06:41Z,2013-08-15T23:06:41Z,"
On Aug 12, 2013, at 2:15 PM, Carl Boettiger wrote:

> nexml_read(""file.nexml"", type=""phylo"") vs type = character_matrix.

Or simply ""matrix""?

> We need to figure out what R object we want to coerce character matrices to, if any.

There are packages for molecular matrices. The best way to obtain tips for the most suitable ones is probably to ask on r-sig-phylo. I have seen several ones mentioned there in the past. 

For other matrices, either an R matrix (in that case, characters need to all be of the same type, either numeric or text), or R data frame. You could also ask on r-sig-phylo about favorable ways to handle that; there are lots of comparative trait analysis packages.

> Comparative methods, which dominate the phylogenetics R tools, have the notion of character data as well, but usually as phenotypic data that is not meant to be informative of the tree inference, has no notion of alignment, etc.

Not sure what you mean here - surely trees are inferred from non-molecular character data?",NA,NA,NA
14,22758721,rvosa,2013-08-16T10:27:51Z,2013-08-16T10:27:51Z,"IDs need to be non-colonized names, i.e. strings without colons. If I
understand your suggestion correctly, the UUIDs would contain colons, which
would be a no-no.


On Thu, Aug 15, 2013 at 4:16 PM, Hilmar Lapp <notifications@github.com>wrote:

>
> On Aug 15, 2013, at 5:44 AM, Rutger Vos wrote:
>
> > What do the UUIDs look like? [...] instance documents must conform to
> the production rules of NCNames (probably most importantly: start with a
> letter or an underscore). If they don't, I don't see how the
> > validator is at fault here.
>
> UUIDs can start with a digit.
>
> @cboettig: I suggest that if you choose UUIDs, you put them in the form of
> a urn:uuid:<UUID> scheme. See http://www.ietf.org/rfc/rfc4122.txt
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/RNeXML/issues/14#issuecomment-22705449>
> .
>



-- 

Dr. Rutger A. Vos
Bioinformaticist
Naturalis Biodiversity Center
Visiting address: Office A109, Einsteinweg 2, 2333 CC, Leiden, the
Netherlands
Mailing address: Postbus 9517, 2300 RA, Leiden, the Netherlands
http://rutgervos.blogspot.com",NA,NA,NA
14,22765254,hlapp,2013-08-16T13:17:13Z,2013-08-16T13:17:13Z,"
On Aug 16, 2013, at 6:27 AM, Rutger Vos wrote:

> IDs need to be non-colonized names, i.e. strings without colons. If I 
> understand your suggestion correctly, the UUIDs would contain colons, which 
> would be a no-no. 


So HTTP URIs can't be IDs?",NA,NA,NA
14,22865516,rvosa,2013-08-19T11:26:47Z,2013-08-19T11:26:47Z,"Not normally. However, IDs can become part of HTTP URIs when transforming documents to RDF as they are then made globally unique by prefixing them with either the location of the document or the value of xml:base of the nearest ancestor node that contains this attribute. (Note that I didn't just make this up or anything.)

I see where you're going with this line of questioning. If we want HTTP URIs as IDs (good id(ea)), use xml:base.",NA,NA,NA
12,22865961,rvosa,2013-08-19T11:37:38Z,2013-08-19T11:37:38Z,"I'm guessing you mean that people might do comparative analyses in R such that you have already have a tree (which was based on, say, a molecular marker) and you then have some other, smaller, set of data for which you want to study correlation between traits. 

To my mind it would be fine to use NeXML for both those data: the data from which the tree was inferred, the tree itself and data that you want to analyze comparatively can all live happily in the same document. 

I guess for that second data set you might have more to say about it because it's only a couple of columns of continuous or multistate data that you have collected for that study (hence your reference to phenoscape) - but that's fine too, just annotate the as you see fit:

* if you have something to say about a specific observation/measurement, annotate that matrix cell

* if you have something to say about a character (e.g. what do I mean by ""intercheliceral sclerite""), annotate the char element

* if you have something to say about how you organized a character in states (e.g. what do I mean by ""small"", ""medium"" or ""large""), annotate the state element(s)",NA,NA,NA
11,22866013,rvosa,2013-08-19T11:38:43Z,2013-08-19T11:38:43Z,Agreed.,NA,NA,NA
6,22866748,rvosa,2013-08-19T11:55:22Z,2013-08-19T11:55:22Z,"The label attribute is intended as a human-readable text string, which therefore could contain characters that make it unsuitable for using as an xml ID (example: spaces). It is not used for referencing between different elements. It is optional. The same label can occur multiple times in the DOM tree.

Multiple nodes (presumably from multiple trees) can refer to the same otu element, so it ought to be possible to give these different nodes different labels. 

For example, if you integrate trees from different publications (in a supertree analysis) and you want to retain the names that the authors originally stuck on their trees but you have also resolved synonyms across those trees (different authors used different names to refer to the same taxon), you can then have these nodes each have their own idiosyncratic source label but reference the ""normalized"" otu element, which might have the ""canonical"" name on it.

The otu element is intended to model a ""taxon"" (in a pretty loose sense), so that annotations having to do with crossreferences to taxonomies should go there. Nodes are simply nodes.

A slight qualifier to @hlapp's remark: I would not put sequence identifiers on an otu, I'd put it on a sequence. If you want to get the sequence ID that a node as based on, you'd then have to go from node to otu and find the sequence that references that same otu. Specimen is a bit more tricky, I guess it depends on how the specimen is used (to identify a holotype, as a source of character state observations, ...)",NA,NA,NA
8,22867085,rvosa,2013-08-19T12:03:15Z,2013-08-19T12:03:15Z,"Maybe no longer relevant, but I would do the following. When you encounter a tree around which you want to build a valid NeXML document:

* insert the tree in a ""trees"" element

* have the ""trees"" element reference an ""otus"" element

* for every distinct tip label that you encounter in the tree, create an ""otu"" element within the ""otus"" and have the node create an ID reference to that otu

I know that it would be valid to create an empty ""otus"" element and stick it in front of the ""trees"" element but it obviously goes against the spirit (i.e. tips in trees are instances of some sort of taxonomic unit). It's just that in XML schema you can't create optional, nested constraints, i.e. *if* a node has an otu attribute, then the value must reference the ID of an otu element nested inside the otus element that the trees container references. Such a constraint cannot be specified in XML schema, allowing implementors to play fast and loose with the intent. 

Dendroscope does this (it creates an empty otus element), and it drives me crazy :-)",NA,NA,NA
1,22867535,rvosa,2013-08-19T12:14:42Z,2013-08-19T12:14:42Z,"I hope I am not too late with this suggestion, but if it's not too weird to do this in S4 it might be an idea to try to reproduce the inheritance tree of the schema types exactly. As you can see for example here (http://nexml.org/nexml/html/doc/schema-1/trees/tree/inheritance/), all types basically inherit like this:

* http://nexml.org/nexml/html/doc/schema-1/meta/annotations/#Base
* http://nexml.org/nexml/html/doc/schema-1/abstract/#Annotated
* http://nexml.org/nexml/html/doc/schema-1/abstract/#Labelled
* http://nexml.org/nexml/html/doc/schema-1/abstract/#IDTagged

...at which point the basic plumbing of attributes (id, label, xml:base and friends) and optional child elements (meta) is in place. 

Below that point in the inheritance tree are the abstract types that one ought to program against (basically like Java interfaces) and below those are then the concrete subclasses. 

The concrete subclasses inherit from their abstract superclass by ""restriction"" (which means, leaving things out or limiting their value ranges) so that you should be able to deal with all eventualities if you've coded against the superclass.

If you can stomach to reproduce the inheritance tree like that you are less likely to introduce subtle incompatibilities (and hacks to fix them) down the line.",NA,NA,NA
1,22983380,cboettig,2013-08-20T22:38:00Z,2013-08-20T22:38:00Z,"great point , will make life much easier on the R end as well. Should be
straight forward. Thanks for the links, I don't read raw schema well so I
was mostly templating of the  example nexml.  Tips like this are very
helpful
---
Carl Boettiger
http://carlboettiger.info

sent from mobile device; my apologies for any terseness or typos
On Aug 19, 2013 5:14 AM, ""Rutger Vos"" <notifications@github.com> wrote:

> I hope I am not too late with this suggestion, but if it's not too weird
> to do this in S4 it might be an idea to try to reproduce the inheritance
> tree of the schema types exactly. As you can see for example here (
> http://nexml.org/nexml/html/doc/schema-1/trees/tree/inheritance/), all
> types basically inherit like this:
>
>    - http://nexml.org/nexml/html/doc/schema-1/meta/annotations/#Base
>    - http://nexml.org/nexml/html/doc/schema-1/abstract/#Annotated
>    - http://nexml.org/nexml/html/doc/schema-1/abstract/#Labelled
>    - http://nexml.org/nexml/html/doc/schema-1/abstract/#IDTagged
>
> ...at which point the basic plumbing of attributes (id, label, xml:base
> and friends) and optional child elements (meta) is in place.
>
> Below that point in the inheritance tree are the abstract types that one
> ought to program against (basically like Java interfaces) and below those
> are then the concrete subclasses.
>
> The concrete subclasses inherit from their abstract superclass by
> ""restriction"" (which means, leaving things out or limiting their value
> ranges) so that you should be able to deal with all eventualities if you've
> coded against the superclass.
>
> If you can stomach to reproduce the inheritance tree like that you are
> less likely to introduce subtle incompatibilities (and hacks to fix them)
> down the line.
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/RNeXML/issues/1#issuecomment-22867535>
> .
>",NA,NA,NA
8,22983706,cboettig,2013-08-20T22:44:11Z,2013-08-20T22:44:11Z,"Gotcha, makes perfect sense.  EML had the exact same issue about matching
reference ids so they wrote an extra validator script to enforce this.  We
can at least be sure to follow the intended conventions in RNeXML.  Lemme
know of any similar rules we want to stick with that a schema validation
wouldn't catch

---
Carl Boettiger
http://carlboettiger.info

sent from mobile device; my apologies for any terseness or typos
On Aug 19, 2013 5:03 AM, ""Rutger Vos"" <notifications@github.com> wrote:

> Maybe no longer relevant, but I would do the following. When you encounter
> a tree around which you want to build a valid NeXML document:
>
>    -
>
>    insert the tree in a ""trees"" element
>    -
>
>    have the ""trees"" element reference an ""otus"" element
>    -
>
>    for every distinct tip label that you encounter in the tree, create an
>    ""otu"" element within the ""otus"" and have the node create an ID reference to
>    that otu
>
> I know that it would be valid to create an empty ""otus"" element and stick
> it in front of the ""trees"" element but it obviously goes against the spirit
> (i.e. tips in trees are instances of some sort of taxonomic unit). It's
> just that in XML schema you can't create optional, nested constraints, i.e.
> *if* a node has an otu attribute, then the value must reference the ID of
> an otu element nested inside the otus element that the trees container
> references. Such a constraint cannot be specified in XML schema, allowing
> implementors to play fast and loose with the intent.
>
> Dendroscope does this (it creates an empty otus element), and it drives me
> crazy :-)
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/RNeXML/issues/8#issuecomment-22867085>
> .
>",NA,NA,NA
1,23222223,cboettig,2013-08-25T05:25:24Z,2013-08-25T05:25:24Z,"@rvosa I'm missing something in my reading of the schema documentation here (probably from not knowing much about XSD):  I'm not clear what attributes or children are permitted by a `base` class.  For example, I see `annotated` means that the element can have the attribute `about`, but don't see `base` as specifying anything.  

Likewise, I'm a bit confused about the meaning of the Abstract/Literal/Resource prefixes on the element definitions.  For instance, it looks like the element called `meta` defines attributes `href` and `rel` and extends class `Meta`, which simply extends `Base`.  But the `meta` nodes I use often have coming from `literalMeta` (like `property`) and other attributes like `id`, so it's not clear to me where this all is defined.  ",NA,NA,NA
1,23394171,cboettig,2013-08-28T06:34:41Z,2013-08-28T06:34:41Z,"### conceptual issues

@rvosa I'm starting to figure out some of the finer points of the schema design, but still lots of puzzles for me.  I see that ""Abstract"" types are there because schema lets you define types as restrictions of other types as well as extensions -- e.g. `AbstractEdge` can have edge lengths restricted to Integers in type `TreeIntEdge`.  

Not sure how to approach this detail in mapping to S4, since I don't think we have the notion of restriction in R classes (though I could be wrong about that).  Since we don't have XMLSchema working on the complexity of NeXML, it's also a bit tedious to write out the restrictions as separate classes, and tempting to simply use the abstract class in these places, since they contain all the slots necessary.  Will this create any problems I am not considering?  When reading NeXML, it shouldn't be a problem as we have slots for everything still, and I think the difference between things like and edge of integer lengths vs double lengths is stored in it's `xsi:type`, so the data isn't lost even if the S4 object treats all lengths as doubles?  

Somewhat more tricky in writing to NeXML while allowing users to set types.  Of course R's phylo objects don't strictly have the notion (though I suppose you could define a valid S3 ape tree with either integer or doubles as the edge lengths, since S3 doesn't care) so some open questions about how a user writes this information in.  


### smaller issues


Not clear how `AbstractRootEdge` is defined: does this still appear in the NeXML as `<edge target=""n2"" ... >` with no source, or does the XML node have a different name, like `<rootEdge target =`? How can I tell from the Documentation?  

Also have no idea what `Sets` are or how they are used.  
",NA,NA,NA
1,23395688,rvosa,2013-08-28T07:20:11Z,2013-08-28T07:20:11Z,"> conceptual issues
>
> @rvosa <https://github.com/rvosa> I'm starting to figure out some of the
> finer points of the schema design, but still lots of puzzles for me. I see
> that ""Abstract"" types are there because schema lets you define types as
> restrictions of other types as well as extensions -- e.g. AbstractEdgecan have edge lengths restricted to Integers in type
> TreeIntEdge.
>
> Not sure how to approach this detail in mapping to S4, since I don't think
> we have the notion of restriction in R classes (though I could be wrong
> about that). Since we don't have XMLSchema working on the complexity of
> NeXML, it's also a bit tedious to write out the restrictions as separate
> classes, and tempting to simply use the abstract class in these places,
> since they contain all the slots necessary. Will this create any problems I
> am not considering? When reading NeXML, it shouldn't be a problem as we
> have slots for everything still, and I think the difference between things
> like and edge of integer lengths vs double lengths is stored in it's
> xsi:type, so the data isn't lost even if the S4 object treats all lengths
> as doubles?
>

That's right. In fact, that is kind of what I tried to convey: write the
code against the abstract classes such that they can deal with whatever
concrete subclass hangs below that. In practice that's going to mean a bit
of if/else logic based on the xsi:type, which isn't the prettiest thing in
the world but should be fine.

>  Somewhat more tricky in writing to NeXML while allowing users to set
> types. Of course R's phylo objects don't strictly have the notion (though I
> suppose you could define a valid S3 ape tree with either integer or doubles
> as the edge lengths, since S3 doesn't care) so some open questions about
> how a user writes this information in.
>
I guess you'd have to decide at writing time what a tree is based on
checking what the branch lengths are and hope for consistency on the user's
end. The fallback option to me seems to be to use doubles unless everything
is an int.

>  smaller issues
>
> Not clear how AbstractRootEdge is defined: does this still appear in the
> NeXML as <edge target=""n2"" ... > with no source, or does the XML node
> have a different name, like <rootEdge target =? How can I tell from the
> Documentation?
>
It's called rootedge, and you can see this where concrete instances of this
class are invoked, for example where it is specified what element names
(""substructures"") can occur inside an IntTree:
http://nexml.org/nexml/html/doc/schema-1/trees/tree/#IntTree


>  Also have no idea what Sets are or how they are used.
>
Sets are collections of things of the same type. The general idea is as
follows:
- everything that is referenced must precede the reference. This is why otu
elements come before trees and characters.
- an attribute that references something else is named after the element
type it references.
- sometimes it is handy to be able to define a set of things (e.g. in some
analyses you might want to define taxon sets).

This is why, at the bottom of a ""container element"" there can be zero or
more elements called ""set"". For example:

<otus id=""container"">
    <otu id=""foo"" />
    <otu id=""bar"" />
    <otu id=""baz"" />
    <set id=""otuSet"" otu=""foo bar"" />
</otus>

So the otuSet defines a set that contains foo and bar.


-- 

Dr. Rutger A. Vos
Bioinformaticist
Naturalis Biodiversity Center
Visiting address: Office A109, Einsteinweg 2, 2333 CC, Leiden, the
Netherlands
Mailing address: Postbus 9517, 2300 RA, Leiden, the Netherlands
http://rutgervos.blogspot.com",NA,NA,NA
1,23447065,cboettig,2013-08-28T20:57:45Z,2013-08-28T21:04:22Z,"@rvosa Excellent, thanks for the pointers.  We now have S4 classes defined with inheritance up through the abstract types. This covers all the classes / elements we had before, e.g. most of those appearing in the inst/examples/trees.xml.  We also have methods to convert NeXML into S4 classes and back (all in R/classes.R), e.g.

```ruby
require(XML)
require(RNeXML)

# Read the XML
root <- xmlRoot(xmlParse(system.file(""examples"", ""trees.xml"", package=""RNeXML"")))

# Toggle between XML and S4 representations
parsed <- as(root, ""nexml"")
serialized <- as(parsed, ""XMLInternalNode"")
```

Most of the ape methods aren't affected, since the S4 objects have all the slots they used to have (plus others they were missing that they now get from inheritance).  Ape methods still need some tuning anyway (i.e. #8)


A few little things missing still:

- [ ] So far I haven't added `network`, since I'm not sure about the R implementation (@hlapp any insight here?  I realize the ""ape"" format can officially define networks, but suspect that it's not intended to and might lead to some unexpected behavior?  I know the ouch format supports only trees (since the structure is defined by each node listing it's ancestor rather than a 'source'/'target' structure....

- [ ] I'm not really clear what attributes belong to `Base`.  I've stuck `xsi:type` there because it seemed to make sense....

- [ ] I'm still confused about `set`. I don't see why I'd want to use this; maybe I need a more flushed-out example?  

I'm also not exactly sure how I tell if something is ""referenced"" anyway: I realize that `<node otu = ""t1""/>` ""references"" `<otu id=""t1""/>`, so that the `otu` element must appear first.  But what makes it a reference?  The fact that `node` has both an attribute matching the name of an element and the attribute has a value matching the attribute of an element of that name?  Or is it sufficient just to have any attribute whose value matches the id attribute of another element (e.g. does `<foo bar=""t1""/>` reference the `<otu id =""t1""/>` element?)


one more minor one: 

- [ ] It looks like NeXML supports multiple <trees> elements, each with multiple <tree> elements.  I can imagine this might be useful, e.g. if each <trees> represents a posterior distribution of trees, and we still want multiple different trees in the same file.  Just not sure how handle the R conversion. 

ape has a notion of multiPhylo (a list of phylo objects), which maps nicely to a single `trees` element.  Given multiple `trees` elements, we could return a list of of multiPhylo objects to preserve that structure? Or just concatenate into a longer multiPhylo (with warning?).  
",NA,NA,NA
5,23457550,cboettig,2013-08-28T23:45:58Z,2013-08-28T23:45:58Z,"inheritance strategy discussed in #1 pretty much takes care of this.  A few optional slots are still neglected (`set`, `network`) as discussed in #1 already.  ",NA,NA,NA
14,23457994,cboettig,2013-08-28T23:55:44Z,2013-08-28T23:55:44Z,"I was just using the uuid package, which generates uuids that look like: 

```
> UUIDgenerate()
[1] ""f7af80aa-dfb2-4134-aa82-db1c0e9e7980""
```

No colons, so I'm not sure why the validator (accessed with the R wrapper to `xmllib2`) is unhappy.

Regardless, not sure uuids were a good idea for this purpose anyhow. The current workflow doesn't give the user the same flexibility over the DOM directly, so we probably don't have to worry about a user creating two S4 ""tree"" objects and then sticking them in the same nexml with duplicated IDs.  

Instead, there is a method for `phylo->nexml` that creates the ids for otus as t1, t2..., nodes as n1, n2..., edges as e1, e2... etc (done).  A separate method for `multiPhylo -> nexml` will allow the user to add multiple trees while avoiding id conflicts (not written yet).  With a sensible top-level API I think we should be fine using these simple ids(?)",NA,NA,NA
6,23458067,cboettig,2013-08-28T23:57:27Z,2013-08-28T23:57:27Z,"Thanks both for the explanation. I think I have a much better handle on the logic of references now, and this approach (at least in regards to node and otu elements) is now implemented as discussed in #8 ",NA,NA,NA
2,23458175,cboettig,2013-08-29T00:00:11Z,2013-08-29T00:00:11Z,"Might wait until we know what the top-level API looks like, which really needs the documentation most.  (e.g. most users will probably be fine with just `read.nexml` and `write.nexml`, which should be rich enough to handle everything.  

The details of the class definitions and the coercions between XML and S4 are really for internal use, and are reasonably self-documenting anyway",NA,NA,NA
10,23736476,cboettig,2013-09-03T18:38:57Z,2013-09-03T18:38:57Z,"import doesn't get rid of this on install, for some reason.  Not sure if these notes are actually a problem, since they appear in other package installs as well that are already on CRAN (e.g. dataone), but still, an annoying message.  Anyway, doesn't seem to be an actual bug.  ",NA,NA,NA
13,23736500,cboettig,2013-09-03T18:39:17Z,2013-09-03T18:39:17Z,Will flush out a list of special cases in new issues we encounter them in testing (see #15).  ,NA,NA,NA
4,23736602,cboettig,2013-09-03T18:40:41Z,2013-09-03T18:40:41Z,Will address on an as needed basis through testing and community input.  Pretty simple to extend classes by hand anyhow.  ,NA,NA,NA
15,23745285,sckott,2013-09-03T20:43:38Z,2013-09-03T20:43:38Z,"No worries on the bugs. I have many to take care of myself. 

Right, makes sense on checking if trees are correct. 

Okay, will get to this later today hopefully. ",NA,NA,NA
15,23876461,sckott,2013-09-05T15:30:14Z,2013-09-05T15:30:14Z,"Forget to mention this issue, three commits are relavant here ada8def5cc5a2bf93c91b4dfc3ec83dfee87c1b2 , c949693bc85f44c12c493c00dd82827b55370903 , and ced59fb9f6b7b13d8d2df58f21ae5f7a3da40f45",NA,NA,NA
