issue,comment_id,user,created_at,updated_at,body,state,comments,title
3,20217139,cboettig,2013-06-28T22:05:10Z,2013-06-28T22:05:10Z,"Need to think out workflow issues here.  

### Option 1

Generate the EML first with `eml_write`.  Then call `eml_publish(""file.eml"", destination=""figshare"")` to publish.  

This approach would rely on the EML file to generate the minimal metadata required by figshare, along with any additional metadata we choose to supply.  

This would create a problem for cases where the EML file (perhaps not generated by REML) did contain enough metadata for figshare publication (e.g. figshare category).  I suppose we could warn in those cases, or include an argument where the user could provide a category, etc.  

### Option 2

Call `eml_publish` directly with data and metadata, avoiding the need to call `eml_write` explicitly (in this version, `eml_publish` would obviously call `eml_write`.  In some ways this is easier to write, since the `eml_publish` just takes a list of all the arguments to `fs_new_article` (or the components thereof), along with all the arguments to `eml_write` (to which it could also append the figshare metadata).  

The down-side of this approach is that the function call itself may be a bit more clumsy.

### Both?

We might want to support both options, but providing a clean and intuitive API (function call) becomes tricky...

### Additional strategies and things to look out for

- Want to avoid re-writing metadata to the EML that already exists there.  
- Default settings probably want to include support for some figshare metadata, such as preferred category. 
- Maybe an `id=figshare` metadata node (with EML keywordList, etc) should be added?  Would be the easiest way
",NA,NA,NA
26,20234727,karthik,2013-06-29T18:32:45Z,2013-06-29T18:38:58Z,"I noticed the same issue too. Tried deleting and regenerating documentation in case an older name resulted in that leftover file. If I can't resolve it shortly I'll ping @cboettig 

OK, I resolved the duplicate man file but I cannot commit that change no matter what. After each staging  `man/eml_dataTable.Rd` it still as modified. 
",NA,NA,NA
20,20234859,mbjones,2013-06-29T18:40:40Z,2013-06-29T18:40:40Z,Should be pretty straightforward using the dataone library -- the only issue will be logging in via CILogin to get the user certificate before attempting the MN.create() operation from the dataone library.,NA,NA,NA
20,20235710,cboettig,2013-06-29T19:30:11Z,2013-06-29T19:30:11Z,"Sounds great.  We handle OAuth login already for rfigshare.  Not familiar
with CILogin though.


On Sat, Jun 29, 2013 at 11:40 AM, Matt Jones <notifications@github.com>wrote:

> Should be pretty straightforward using the dataone library -- the only
> issue will be logging in via CILogin to get the user certificate before
> attempting the MN.create() operation from the dataone library.
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/20#issuecomment-20234859>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
15,20235942,mbjones,2013-06-29T19:44:15Z,2013-06-29T19:44:15Z,"We have XSL stylesheets that translate EML to FGDC BDP and BDP to EML.  Form SVN here:

https://code.ecoinformatics.org/code/eml/trunk/lib/eml2tonbii

There is also an EML to ISO19115 stylesheet I think as well, maybe started by GBIF.  Can try to track it down if needed.",NA,NA,NA
7,20236408,mbjones,2013-06-29T20:12:34Z,2013-06-29T20:12:34Z,"Note that the schema does not completely specify all of the restrictions of the EML Specification.  The conditional restrictions on uniqueness of IDs depending on the value of the scope attribute was simply not expressible in XML Schema.  So, we wrote the EML Validator to accompany the spec which fully validates the document.  This is available as a service on the web (http://knb.ecoinformatics.org/emlparser/), and can be run from a Java API call after compiling the EMLParser validation class.  Source code is in the EML SVN repo: https://code.ecoinformatics.org/code/eml/trunk/src/org/ecoinformatics/eml/EMLParser.java

",NA,NA,NA
5,20236972,mbjones,2013-06-29T20:51:44Z,2013-06-30T09:43:41Z,"1. Endpoints on the KNB should use the DataONE MN.get() REST endpoint, so for example, for doi:10.5063/AA/nceas.912.9:
    https://knb.ecoinformatics.org/knb/d1/mn/v1/object/doi:10.5063%2FAA%2Fnceas.912.9

However, note that we also recommend using the DataONE CN.resolve() service to find the list of nodes that might currently both have a copy of an object and are currently available on the network.  The resolve() call returns a list of nodes that contain the object and the REST url for retrieving it.  So, for example:

```bash
$ curl -s https://cn.dataone.org/cn/v1/resolve/doi%3A10.5063%2FAA%2Fnceas.912.9 | xmlstarlet fo
```
```xml
<?xml version=""1.0"" encoding=""UTF-8""?>
<d1:objectLocationList xmlns:d1=""http://ns.dataone.org/service/types/v1"">
  <identifier>doi:10.5063/AA/nceas.912.9</identifier>
  <objectLocation>
    <nodeIdentifier>urn:node:KNB</nodeIdentifier>
    <baseURL>https://knb.ecoinformatics.org/knb/d1/mn</baseURL>
    <version>v1</version>
    <url>https://knb.ecoinformatics.org/knb/d1/mn/v1/object/doi:10.5063%2FAA%2Fnceas.912.9</url>
  </objectLocation>
  <objectLocation>
    <nodeIdentifier>urn:node:CN</nodeIdentifier>
    <baseURL>https://cn.dataone.org/cn</baseURL>
    <version>v1</version>
    <url>https://cn.dataone.org/cn/v1/object/doi:10.5063%2FAA%2Fnceas.912.9</url>
  </objectLocation>
</d1:objectLocationList>
```

2. Regarding IDs, the EML spec leaves it open other than saying they must be unique in the document.  The point is to provide an unambiguous identifier to reference `<attribute>` definitions in EML.  These can then be used in other places to refer to those attribute definitions.

3. EML doesn't specify how to define an attribute beyond using the natural language definition.  That said, for OBOE we have come up with an annotation syntax that could be used in the additionalMetadata section to provide a linkage between the attribute definition in EML and an ontology.  Some examples of its use are in SVN (https://code.ecoinformatics.org/code/semtools/trunk/dev/sms/examples).  This is probably more complicated than you are looking for, as it maps several different semantic aspects of the data set, including the Characteristic being measured (what you are looking for I think), as well as the Entity being measured, the MeasurementStandard used (redundant with other fields in EML), and the Context.  This is the mapping we've been experimenting with in Semtools and is the basis of the figure that you included in issue #8.  There is an XML Schema for the annotation syntax in the directory above the examples.  The annotation is in XML, but it could also be done in RDF, which would merge better with the OBOE OWL ontology.  In addition, we debated over whether its better to include the annotation inline in the EML document (which nicely packages them together), or to provide a separate annotation file (which allows people other than the EML owner to provide annotations, and lets us annotate metadata files other than EML (such as FGDC).  Which is best is still under discussion in our group.  We have built out a prototype extension of Morpho that produces these annotations as separate files, and then a Metacat search service that knows how to use them to do semantic-driven searches and data integration tasks.  It would be great to discuss how this relates to what you are trying to do in R, and what we might adapt for compatibility.",NA,NA,NA
8,20236978,mbjones,2013-06-29T20:52:23Z,2013-06-29T20:52:23Z,See comments on this in issue #5 .,NA,NA,NA
23,20237065,mbjones,2013-06-29T20:58:17Z,2013-06-29T20:58:17Z,"We also have a DOI service when publishing to the KNB (using the standard DataONE MN.reserveIdentifier() service), so it would be nice if the reml API calls were the same for the different repositories.  In general, can we avoid having different API calls for uploading objects to the different repositories?",NA,NA,NA
7,20237086,cboettig,2013-06-29T20:59:43Z,2013-06-29T20:59:43Z,"Fantastic, was wondering about this.

Will have to see if I can figure out the java API call; we should have the
wrappers available in R but I have virtually no java experience. I suppose
we could alternatively bundle the java in the R package and validate
locally.

Looks like this gives us three levels of validation: whether the EML
parses, whether it validates according to the schema, and whether we meet
EML Validator checks for ids.  Any advice on the right workflow / user
interface for this would be good -- e.g. not sure that we would want to run
the EML validator every time a user tries to read in or write out some EML
-- it might be sufficient to know that it parses.  Still, we want to
provide support for these tools...

Also, I'm not actually clear on how / when we should be going about
generating element ids in the first place.  The only place I have element
ids currently is on `<attribute>` nodes (and one on the
`<additionalMetadata id = 'figshare'>` for specifying what metadata is
exposed to figshare's database).  Any advice on how to come up with
`<attribute>` ids?  (currently I create a hash from the
`<attributeDescription>` text,  just as a placeholder -- obviously this is
not what we actually want).


On Sat, Jun 29, 2013 at 1:12 PM, Matt Jones <notifications@github.com>wrote:

> Note that the schema does not completely specify all of the restrictions
> of the EML Specification. The conditional restrictions on uniqueness of IDs
> depending on the value of the scope attribute was simply not expressible in
> XML Schema. So, we wrote the EML Validator to accompany the spec which
> fully validates the document. This is available as a service on the web (
> http://knb.ecoinformatics.org/emlparser/), and can be run from a Java API
> call after compiling the EMLParser validation class. Source code is in the
> EML SVN repo:
> https://code.ecoinformatics.org/code/eml/trunk/src/org/ecoinformatics/eml/EMLParser.java
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/7#issuecomment-20236408>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
23,20237154,cboettig,2013-06-29T21:05:15Z,2013-06-29T21:05:15Z,"I agree entirely.

My thought was that a user would always upload the `eml_publish()`
https://github.com/ropensci/reml/blob/master/R/eml_publish.R.  I've tried
to make the `eml_publish()` API flexible enough to support different
metadata that we may need when pushing to different servers (it takes only
file, destination (e.g. figshare, knb) and ""..."" as arguments).

`eml_figshare` should probably be an internal function.  I'm always a bit
uncertain what to expose in the NAMESPACE and what not to.


On Sat, Jun 29, 2013 at 1:58 PM, Matt Jones <notifications@github.com>wrote:

> We also have a DOI service when publishing to the KNB (using the standard
> DataONE MN.reserveIdentifier() service), so it would be nice if the reml
> API calls were the same for the different repositories. In general, can we
> avoid having different API calls for uploading objects to the different
> repositories?
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/23#issuecomment-20237065>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
7,20237713,mbjones,2013-06-29T21:41:15Z,2013-06-29T21:41:15Z,"Regarding the validator -- it doesn't check that much, and so I think it would be much better to just reimplement those checks in R.  The Java code just iterates across a bunch of XML elements, checking that the id attribute on those elements is unique within the document, and then checks that any `<references>` elements in the document point at an `@id` in the document -- i.e., there are no dangling pointers.  The list of elements that are checked is in a config file located here: https://code.ecoinformatics.org/code/eml/trunk/lib/config.xml

About when to check validity -- in Morpho we check validity when we try to upload to an external repository, as we want to ensure that everything is in good working order before distributing the document.  

The only time you really need to generate ids is when you want to have a handle to reference.  The main place for that is for `<attribute>` elements.  The other place that it is commonly used is for unit definitions in STMML in associatedMetadata, and to provide a globally-scoped identifier for individuals (e.g., provide an ORCID ID for someone when listing them as a Creator).",NA,NA,NA
26,20238467,mbjones,2013-06-29T22:37:27Z,2013-06-29T22:37:27Z,"Seems like it is working now -- the dataTable.Rd file is now checked out, and the lowercase file was removed AFAICT. ",NA,NA,NA
18,20239144,cboettig,2013-06-29T23:27:02Z,2013-06-29T23:27:02Z,"Fixed handling of settings in eml_contact, vignette should now compile.  ",NA,NA,NA
5,20239591,cboettig,2013-06-30T00:06:02Z,2013-06-30T00:06:02Z,"Re 1. This is great, can definitely implement this kind of call.

I am curious about what we can offer, if anything, by way of search interfaces for EML data through the reml R package.  Initially I was thinking about querying across large sets of EML files for matching column types, for data integration etc.  Though EML files are generally pretty small, still, downloading and parsing large numbers of them might not be the best way to go.  Thoughts?

Anyway, something to think about down the line at least.  ",NA,NA,NA
8,20239664,cboettig,2013-06-30T00:13:54Z,2013-06-30T00:13:54Z,"The approaches to semantics you outline in #5 sound promising: I see how annotations (e.g. this [one](https://code.ecoinformatics.org/code/semtools/trunk/dev/sms/examples/er-2008-ex1-annot.xml)) map onto the eml (e.g. [this one](https://code.ecoinformatics.org/code/semtools/trunk/dev/sms/examples/er-2008-ex1-eml.xml)), though I don't spot the corresponding lines in the EML that map to the annotation?  

More generally I am curious about how the user would specify semantics; it seems we might always have a variety of ways to actually implement them in.  My understanding of semantics is pretty limited, but I imagine the general idea would be to provide URIs in place of definitions.  In an ideal linked data world, it wouldn't matter if we all used the same URIs for species (e.g. ITIS TaxanomicTypeName) since that could be resolved...  If the user could manage to specify the URIs, we can then figure out behind the scenes whether we write that to a definition node directly or do something more intelligent like the examples you point to.  

Of course I image the first problem is both having URIs for terms users want and helping them discover them.  

I suppose for the moment this might be out of the scope of reml...",NA,NA,NA
28,20244686,mbjones,2013-06-30T09:41:29Z,2013-06-30T09:41:29Z,EML document that is produced now validates against the EML schema and the EMLParser.,NA,NA,NA
14,20317329,cboettig,2013-07-01T23:20:01Z,2013-07-01T23:21:43Z,"Well, we now have some basic unit tests written for the `testthat` package in `inst/tests`.  They are all a bit a crude, and generally involve writing some minimal EML file out and then testing it with some xpath.  

It would be nice to get some feedback on these tests.  I'm not worried about 100% function coverage or anything at this stage, just some reasonable tests to get us started.  But the current tests feel just a little clumsy and arbitrary.  

Closing this issue as it was only for the start of a unit test platform.  We will continue to flush out unit tests as we add functionality, and can add requests for additional unit tests that need writing as additional issues (with ""unit_test"" tag and the coverage tag (write, read, publish, etc))

",NA,NA,NA
16,20319969,cboettig,2013-07-02T00:38:02Z,2013-07-02T00:38:02Z,"- [ ] In a related vein, add the standard R terms for the missing value character (""NA""), unless otherwise specified (from the configuration settings?)  ",NA,NA,NA
12,20370218,cboettig,2013-07-02T19:38:15Z,2013-07-02T19:38:15Z,"@mbjones Can you point me to an example defining a custom unit?  E.g. how would I define a custom unit for ""dollars""?  Is there a linked-data solution to leverage existing definitions of currency? 

Also trying to think out the workflow for a typical user here.  I don't want a user to give up attempting to write data into EML just because their units aren't supported and they can't be bothered writing a STMML definition (though perhaps with a good API that can be easy enough...).  

Because EML is much more relaxed about defining character attributes, this makes it tempting to encode undefined units as characters with something like `<nominal><textDomain><definition>Dollars (US)`. I know we don't want to promote such hacks, be we also want an easy-to-use interface.  Would love feedback. 



",NA,NA,NA
12,20370775,cboettig,2013-07-02T19:47:12Z,2013-07-02T19:47:12Z,"A related issue is something I encounter in my own work: how to encode simulation data in which the units are arbitrary?  For instance, I might wish to indicate that I am simulating a population density or the costs of a conservation activity, but it seems wrong to label these as number Per Hectare or dollars when in fact the scaling is arbitrary.  ",NA,NA,NA
27,20375191,cboettig,2013-07-02T20:49:55Z,2013-07-02T20:49:55Z,"@mbjones When we push a dataset to a repository such as figshare and receive a DOI, where should we file this information?  In `<eml><dataset><publisher>...<something>`, or under `<eml><additionalMetadata> ... ?` Or in `<dataset><additionalIdentifer>`?  or as an id attribute to some node?  

Can you point to a good example of this?  ",NA,NA,NA
27,20382062,mbjones,2013-07-02T22:00:12Z,2013-07-02T22:00:12Z,"If its the main identifier for the EML data package, it should be put in the `<eml @packageId>` attribute, which is the designated location for the package identifier.  If it is a secondary identifier for the package (i.e., not the main one you want cited, but one that should also be synonymous with the package), then it could go into `<dataset>/<additionalIdentifier>`.",NA,NA,NA
27,20382399,cboettig,2013-07-02T22:06:23Z,2013-07-02T22:06:23Z,"Perfect, thanks. Is there a way to denote the identifier is a doing? (Eg a
namespace for identifier?)

---
Carl Boettiger
http://carlboettiger.info

sent from mobile device; my apologies for any terseness or typos
On Jul 2, 2013 3:00 PM, ""Matt Jones"" <notifications@github.com> wrote:

> If its the main identifier for the EML data package, it should be put in
> the <eml @packageId> attribute, which is the designated location for the
> package identifier. If it is a secondary identifier for the package (i.e.,
> not the main one you want cited, but one that should also be synonymous
> with the package), then it could go into <dataset>/<additionalIdentifier>.
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/27#issuecomment-20382062>
> .
>",NA,NA,NA
12,20395868,mbjones,2013-07-03T05:04:24Z,2013-07-03T05:04:24Z,"Here's an example of a custom unit definition:

```xml
  <additionalMetadata>
    <unitList>
      <unit id=""numberPerSixtyMetersSquared"" multiplerToSI="".0166667"" name=""numberPerSixtyMetersSquared"" parentSI=""numberPerMeterSquared"" unitType=""arealDensity"">
        <description>Number per sixty meters squared</description>
      </unit>
    </unitList>
  </additionalMetadata>
```
which comes from a PISCO metadata document that shows pretty nice and complete metadata (available from https://knb.ecoinformatics.org/knb/metacat/pisco_subtidal.151.2/xml).

Creating custom units is easy when dealing with physical quantities like length or mass (as defined by NIST), as these all have base SI units and are easily convertible.  However, it gets tricky with other things that appear to be quantities, but really are not (such as currency).  There is no standard or base unit for currency, in that the value of every currency fluctuates over time (2009 dollars are different from 2010 dollars), and so currencies are not 'unit's in the traditional sense.  You could define a UnitType for Currency, then define a base unit for that (say Dollars), and then define all other currencies as a conversion from the base Dollar, but of course the conversions would be wrong as the values fluctuated.  You might have better luck defining a unit for a currency for a year, which are fairly well established (e.g., a '1970Dollar'), and then have each of the other annualized currency units convert from that, which would be more accurate, at least within the bounds of an annualized mean value.

Other types of units that you'll likely find problematic are for dimensionless values, such as counts, percentages, and ratios.  For example, there is technically no unit for the count of animals in a plot, or for the percent cover of a plant (m^2/m^2), or for the concentration of a substance (ppm, ppb, or ml/ml). Yet its still useful to know what was measured in the numerator and denominator of the ratio. There has been lots of discussion on how to handle these cases, and its an ongoing issue we've tried to address more thoroughly in OBOE with our semantic treatment of units there, which separates the measured value from the entity being measured.  

The LTER has also developed a 'Best Practices' for assigning units that you may find useful (http://im.lternet.edu/sites/im.lternet.edu/files/LTERunitBestPractices_V13.pdf).",NA,NA,NA
12,20428606,cboettig,2013-07-03T16:41:04Z,2013-07-03T16:41:04Z,"Ah, great information.  thanks for the example.  For units that are not
just combinations of basic SI units I can just ignore the attributes like
parentSI and multiplierToSI?  Essentially that would just provide a name
and a description, but preferable to the character hack.

Meanwhile, for the standard units I was thinking it might be nice to allow
a reml user to configure their prefered base units, and provide a function
to automatically convert imported data tables to these units. Is there an
intelligent way to go about doing that?


Not to go too much on a currency tangent per se, since I'm mostly using
this as a way to think about addressing custom unit that isn't just a
rescaling.  I assume someone in the linked data world has already figured
this out.  e.g. http://sdmx.org/ provides European Central Bank data with
daily exchange rates to each currency.  Seems like it would be sufficient
to indicate a currency unit (e.g. dollars) and a date (1970, today,
etc)....

In the context that I frequently encounter it, this is more about
indicating that the numbers reflect monetary value than that they reflect
meaningful dollar amounts that can be compared to other dollar amounts.
 Like you suggest for other abstract units, it would probably be best to
present this in a de-dimensionalized form that still indicates the kind of
measurements involved, e.g. dollars over dollars.


On Tue, Jul 2, 2013 at 10:04 PM, Matt Jones <notifications@github.com>wrote:

> Here's an example of a custom unit definition:
>
>   <additionalMetadata>
>     <unitList>
>       <unit id=""numberPerSixtyMetersSquared"" multiplerToSI="".0166667"" name=""numberPerSixtyMetersSquared"" parentSI=""numberPerMeterSquared"" unitType=""arealDensity"">
>         <description>Number per sixty meters squared</description>
>       </unit>
>     </unitList>
>   </additionalMetadata>
>
> which comes from a PISCO metadata document that shows pretty nice and
> complete metadata (available from
> https://knb.ecoinformatics.org/knb/metacat/pisco_subtidal.151.2/xml).
>
> Creating custom units is easy when dealing with physical quantities like
> length or mass (as defined by NIST), as these all have base SI units and
> are easily convertible. However, it gets tricky with other things that
> appear to be quantities, but really are not (such as currency). There is no
> standard or base unit for currency, in that the value of every currency
> fluctuates over time (2009 dollars are different from 2010 dollars), and so
> currencies are not 'unit's in the traditional sense. You could define a
> UnitType for Currency, then define a base unit for that (say Dollars), and
> then define all other currencies as a conversion from the base Dollar, but
> of course the conversions would be wrong as the values fluctuated. You
> might have better luck defining a unit for a currency for a year, which are
> fairly well established (e.g., a '1970Dollar'), and then have each of the
> other annualized currency units convert from that, which would be more
> accurate, at least within th e bounds of an annualized mean value.
>
> Other types of units that you'll likely find problematic are for
> dimensionless values, such as counts, percentages, and ratios. For example,
> there is technically no unit for the count of animals in a plot, or for the
> percent cover of a plant (m^2/m^2), or for the concentration of a substance
> (ppm, ppb, or ml/ml). Yet its still useful to know what was measured in the
> numerator and denominator of the ratio. There has been lots of discussion
> on how to handle these cases, and its an ongoing issue we've tried to
> address more thoroughly in OBOE with our semantic treatment of units there,
> which separates the measured value from the entity being measured.
>
> The LTER has also developed a 'Best Practices' for assigning units that
> you may find useful (
> http://im.lternet.edu/sites/im.lternet.edu/files/LTERunitBestPractices_V13.pdf
> ).
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/12#issuecomment-20395868>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
12,20433365,mbjones,2013-07-03T17:54:28Z,2013-07-03T17:54:28Z,"To convert units simply requires the conversion factors, which can be parsed out of the standard unit dictionary and then from any custom units provided.  I think it might be useful to provide a separate unit conversion package that can load a list of units and their conversion factors, and then allow for straightforward conversion of any dataframe attribute that has an attached unit label.  Poking around, I'm not seeing an R package for labeling units and doing conversion, but I didn't look for long. See http://stackoverflow.com/questions/7214781/converting-units-in-r

One issue of unit conversion is that people should be careful when they do conversions, as there is often a change in precision when doing unit conversion, and you can lose some sampling basis information.  The custom unit example I gave above was one where the sampling design was in a sixty square meter plot, and so its important to know that for some types of analysis (e.g., species/area relationships). So, it would be good if reml would facilitate conversion, but not make automatically convert to standard units unless the user requests it.
",NA,NA,NA
12,20433967,cboettig,2013-07-03T18:02:56Z,2013-07-03T18:02:56Z,"Excellent points!  Will hold off on unit conversions for the time being.
 It might be worth hitting on these unit issues in the manuscript too.

Wrapping existing unit conversion tools make senses, though it seems the
information for the conversions is already encoded in the EML...  @duncantl
might have some thoughts on how we might do this elegantly..


On Wed, Jul 3, 2013 at 10:54 AM, Matt Jones <notifications@github.com>wrote:

> To convert units simply requires the conversion factors, which can be
> parsed out of the standard unit dictionary and then from any custom units
> provided. I think it might be useful to provide a separate unit conversion
> package that can load a list of units and their conversion factors, and
> then allow for straightforward conversion of any dataframe attribute that
> has an attached unit label. Poking around, I'm not seeing an R package for
> labeling units and doing conversion, but I didn't look for long. See
> http://stackoverflow.com/questions/7214781/converting-units-in-r
>
> One issue of unit conversion is that people should be careful when they do
> conversions, as there is often a change in precision when doing unit
> conversion, and you can lose some sampling basis information. The custom
> unit example I gave above was one where the sampling design was in a sixty
> square meter plot, and so its important to know that for some types of
> analysis (e.g., species/area relationships). So, it would be good if reml
> would facilitate conversion, but not make automatically convert to standard
> units unless the user requests it.
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/12#issuecomment-20433365>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
22,20561015,cboettig,2013-07-06T21:04:38Z,2013-07-06T21:04:38Z,@mbjones Is this a standard thing to do?  Recommendation for how we encode it?  ,NA,NA,NA
22,20561398,mbjones,2013-07-06T21:28:48Z,2013-07-06T21:28:48Z,"I think the best place to add it is in /eml/dataset/methods/methodStep/software, and in the sibling description element describe the role that reml played in generating the metadata.  You might also want to add the citation in that subtree to REML.  EML is pretty flexible, so there are other options as well, but I think this is the most appropriate.",NA,NA,NA
31,20561631,mbjones,2013-07-06T21:45:26Z,2013-07-06T21:45:26Z,"I think this is a good idea, but its probably best to build the interactive feature on top of the functions that take the metadata vectors.  Seems like a phase 2 implementation item to me if we were prioritizing.",NA,NA,NA
31,20561793,cboettig,2013-07-06T21:55:53Z,2013-07-06T21:55:53Z,"Good strategy and good prioritization.  Will create a milestone for phase 2
related issues.


On Sat, Jul 6, 2013 at 2:45 PM, Matt Jones <notifications@github.com> wrote:

> I think this is a good idea, but its probably best to build the
> interactive feature on top of the functions that take the metadata vectors.
> Seems like a phase 2 implementation item to me if we were prioritizing.
>
> —
> Reply to this email directly or view it on GitHub<https://github.com/ropensci/reml/issues/31#issuecomment-20561631>
> .
>



-- 
Carl Boettiger
UC Santa Cruz
http://carlboettiger.info/",NA,NA,NA
22,20564935,cboettig,2013-07-07T03:13:32Z,2013-07-07T03:13:32Z,"Excellent.  Since this will create a software node, we may as well write `eml_software` first, and `eml_R_software`, then we can create the software node with `eml_software(""reml"")`, see #32

@mbjones  Um, I'm not spotting the documentation for how a sibling description element should be constructed?",NA,NA,NA
22,20565197,mbjones,2013-07-07T03:46:05Z,2013-07-07T03:46:05Z,"Schema diagram is here:
    http://knb.ecoinformatics.org/software/eml/eml-2.1.1/eml-methods.png
I'm referring to the three sibling elements:
`/eml/dataset/methods/methodStep/software`
`/eml/dataset/methods/methodStep/description`
`/eml/dataset/methods/methodStep/citation`",NA,NA,NA
22,20572109,cboettig,2013-07-07T15:11:41Z,2013-07-07T15:11:41Z,"@mbjones Thanks, this makes sense.  First two are done, but trying to wrap my head around EML `citation` objects. 

I assume we cite software as `<generic>`?  

I'm a bit confused why I don't see things like `title` and `author` listed under fields such as Article: http://knb.ecoinformatics.org/software/eml/eml-2.1.1/eml-literature.html#Article, I guess that's because we have `<title>` and `<creator>` defined elsewhere?  

I see that the citation object is built around the endnote format.  R's citation tools (and lots of other tools) can return citations in bibtex format; I'm wondering if there's anything clever that can be done here in place of just mapping each term by hand...",NA,NA,NA
